participant_id,timestamp,clip_id,dataset_key,reference_option,candidate_options,contact_rank1,contact_rank2,contact_rank3,reaction_rank1,reaction_rank2,reaction_rank3,realism_rank1,realism_rank2,realism_rank3
dae21,2026-05-06T18:27:20,clip_008,G053T000A000R001,D,"A,B,C",B,C,A,B,C,A,B,C,A
dae21,2026-05-06T18:27:20,clip_009,G053T000A000R004,D,"A,B,C",B,C,A,C,B,A,C,B,A
dae21,2026-05-06T18:27:20,clip_010,G053T003A016R006,D,"A,B,C",C,A,B,C,B,A,C,B,A
cu7,2026-05-06T18:58:53,clip_001,G002T000A001R005,D,"A,B,C",C,B,A,C,B,A,C,B,A
cu7,2026-05-06T18:58:53,clip_002,G016T000A001R013,D,"A,B,C",A,C,B,A,C,B,A,C,B
cu7,2026-05-06T18:58:53,clip_003,G017T000A001R006,D,"A,B,C",B,A,C,B,A,C,B,A,C
cu7,2026-05-06T18:58:53,clip_004,G027T004A021R004,D,"A,B,C",A,B,C,A,B,C,A,B,C
cu7,2026-05-06T18:58:53,clip_005,G032T000A001R006,D,"A,B,C",C,B,A,C,B,A,C,A,B
cu7,2026-05-06T18:58:53,clip_006,G033T000A001R004,D,"A,B,C",C,A,B,C,A,B,C,A,B
cu7,2026-05-06T18:58:53,clip_007,G043T003A016R010,D,"A,B,C",C,B,A,C,B,A,C,B,A
cu7,2026-05-06T18:58:53,clip_008,G053T000A000R001,D,"A,B,C",C,A,B,C,A,B,C,A,B
cu7,2026-05-06T18:58:53,clip_009,G053T000A000R004,D,"A,B,C",B,C,A,B,C,A,B,C,A
cu7,2026-05-06T18:58:53,clip_010,G053T003A016R006,D,"A,B,C",C,A,B,A,C,B,C,A,B
cu7,2026-05-06T18:58:55,clip_001,G002T000A001R005,D,"A,B,C",C,B,A,C,B,A,C,B,A
cu7,2026-05-06T18:58:55,clip_002,G016T000A001R013,D,"A,B,C",A,C,B,A,C,B,A,C,B
cu7,2026-05-06T18:58:55,clip_003,G017T000A001R006,D,"A,B,C",B,A,C,B,A,C,B,A,C
cu7,2026-05-06T18:58:55,clip_004,G027T004A021R004,D,"A,B,C",A,B,C,A,B,C,A,B,C
cu7,2026-05-06T18:58:55,clip_005,G032T000A001R006,D,"A,B,C",C,B,A,C,B,A,C,A,B
cu7,2026-05-06T18:58:55,clip_006,G033T000A001R004,D,"A,B,C",C,A,B,C,A,B,C,A,B
cu7,2026-05-06T18:58:55,clip_007,G043T003A016R010,D,"A,B,C",C,B,A,C,B,A,C,B,A
cu7,2026-05-06T18:58:55,clip_008,G053T000A000R001,D,"A,B,C",C,A,B,C,A,B,C,A,B
cu7,2026-05-06T18:58:55,clip_009,G053T000A000R004,D,"A,B,C",B,C,A,B,C,A,B,C,A
cu7,2026-05-06T18:58:55,clip_010,G053T003A016R006,D,"A,B,C",C,A,B,A,C,B,C,A,B
cu7,2026-05-06T18:59:20,clip_001,G002T000A001R005,D,"A,B,C",C,B,A,C,B,A,C,B,A
cu7,2026-05-06T18:59:20,clip_002,G016T000A001R013,D,"A,B,C",A,C,B,A,C,B,A,C,B
cu7,2026-05-06T18:59:20,clip_003,G017T000A001R006,D,"A,B,C",B,A,C,B,A,C,B,A,C
cu7,2026-05-06T18:59:20,clip_004,G027T004A021R004,D,"A,B,C",A,B,C,A,B,C,A,B,C
cu7,2026-05-06T18:59:20,clip_005,G032T000A001R006,D,"A,B,C",C,B,A,C,B,A,C,A,B
cu7,2026-05-06T18:59:20,clip_006,G033T000A001R004,D,"A,B,C",C,A,B,C,A,B,C,A,B
cu7,2026-05-06T18:59:20,clip_007,G043T003A016R010,D,"A,B,C",C,B,A,C,B,A,C,B,A
cu7,2026-05-06T18:59:20,clip_008,G053T000A000R001,D,"A,B,C",C,A,B,C,A,B,C,A,B
cu7,2026-05-06T18:59:20,clip_009,G053T000A000R004,D,"A,B,C",B,C,A,B,C,A,B,C,A
cu7,2026-05-06T18:59:20,clip_010,G053T003A016R006,D,"A,B,C",C,A,B,A,C,B,C,A,B
yulab01,2026-05-06T22:08:32,clip_001,G002T000A001R005,D,"A,B,C",C,B,A,C,B,A,C,B,A
yulab01,2026-05-06T22:08:32,clip_002,G016T000A001R013,D,"A,B,C",C,A,B,C,B,A,C,B,A
yulab01,2026-05-06T22:08:32,clip_003,G017T000A001R006,D,"A,B,C",B,A,C,B,A,C,B,A,C
yulab01,2026-05-06T22:08:32,clip_004,G027T004A021R004,D,"A,B,C",B,A,C,B,A,C,B,A,C
yulab01,2026-05-06T22:08:32,clip_005,G032T000A001R006,D,"A,B,C",C,A,B,C,A,B,C,A,B
yulab01,2026-05-06T22:08:32,clip_006,G033T000A001R004,D,"A,B,C",C,A,B,C,A,B,C,A,B
yulab01,2026-05-06T22:08:32,clip_007,G043T003A016R010,D,"A,B,C",C,B,A,C,B,A,B,C,A
yulab01,2026-05-06T22:08:32,clip_008,G053T000A000R001,D,"A,B,C",C,B,A,C,B,A,C,B,A
yulab01,2026-05-06T22:08:32,clip_009,G053T000A000R004,D,"A,B,C",B,C,A,B,C,A,B,C,A
yulab01,2026-05-06T22:08:32,clip_010,G053T003A016R006,D,"A,B,C",C,A,B,C,B,A,C,B,A
yan01,2026-05-06T22:13:14,clip_001,G002T000A001R005,D,"A,B,C",C,B,A,C,A,B,C,B,A
yan01,2026-05-06T22:13:14,clip_002,G016T000A001R013,D,"A,B,C",C,A,B,C,A,B,C,A,B
yan01,2026-05-06T22:13:14,clip_003,G017T000A001R006,D,"A,B,C",A,B,C,A,C,B,A,C,B
yan01,2026-05-06T22:13:14,clip_004,G027T004A021R004,D,"A,B,C",C,A,B,C,A,B,C,A,B
yan01,2026-05-06T22:13:14,clip_005,G032T000A001R006,D,"A,B,C",C,A,B,C,B,A,C,B,A
yan01,2026-05-06T22:13:14,clip_006,G033T000A001R004,D,"A,B,C",C,A,B,C,A,B,C,A,B
yan01,2026-05-06T22:13:14,clip_007,G043T003A016R010,D,"A,B,C",C,A,B,C,A,B,C,A,B
yan01,2026-05-06T22:13:14,clip_008,G053T000A000R001,D,"A,B,C",C,A,B,B,C,A,B,C,A
yan01,2026-05-06T22:13:14,clip_009,G053T000A000R004,D,"A,B,C",B,C,A,B,C,A,B,C,A
yan01,2026-05-06T22:13:14,clip_010,G053T003A016R006,D,"A,B,C",C,A,B,C,A,B,C,A,B
yan01,2026-05-06T22:13:17,clip_001,G002T000A001R005,D,"A,B,C",C,B,A,C,A,B,C,B,A
yan01,2026-05-06T22:13:17,clip_002,G016T000A001R013,D,"A,B,C",C,A,B,C,A,B,C,A,B
yan01,2026-05-06T22:13:17,clip_003,G017T000A001R006,D,"A,B,C",A,B,C,A,C,B,A,C,B
yan01,2026-05-06T22:13:17,clip_004,G027T004A021R004,D,"A,B,C",C,A,B,C,A,B,C,A,B
yan01,2026-05-06T22:13:17,clip_005,G032T000A001R006,D,"A,B,C",C,A,B,C,B,A,C,B,A
yan01,2026-05-06T22:13:17,clip_006,G033T000A001R004,D,"A,B,C",C,A,B,C,A,B,C,A,B
yan01,2026-05-06T22:13:17,clip_007,G043T003A016R010,D,"A,B,C",C,A,B,C,A,B,C,A,B
yan01,2026-05-06T22:13:17,clip_008,G053T000A000R001,D,"A,B,C",C,A,B,B,C,A,B,C,A
yan01,2026-05-06T22:13:17,clip_009,G053T000A000R004,D,"A,B,C",B,C,A,B,C,A,B,C,A
yan01,2026-05-06T22:13:17,clip_010,G053T003A016R006,D,"A,B,C",C,A,B,C,A,B,C,A,B
abc01,2026-05-06T22:18:05,clip_001,G002T000A001R005,D,"A,B,C",C,A,B,C,A,B,C,A,B
abc01,2026-05-06T22:18:05,clip_002,G016T000A001R013,D,"A,B,C",C,A,B,C,A,B,C,A,B
abc01,2026-05-06T22:18:05,clip_003,G017T000A001R006,D,"A,B,C",B,A,C,B,A,C,B,A,C
abc01,2026-05-06T22:18:05,clip_004,G027T004A021R004,D,"A,B,C",B,A,C,B,A,C,B,A,C
abc01,2026-05-06T22:18:05,clip_005,G032T000A001R006,D,"A,B,C",C,A,B,C,A,B,C,A,B
abc01,2026-05-06T22:18:05,clip_006,G033T000A001R004,D,"A,B,C",C,A,B,C,A,B,C,A,B
abc01,2026-05-06T22:18:05,clip_007,G043T003A016R010,D,"A,B,C",B,C,A,B,C,A,B,C,A
abc01,2026-05-06T22:18:05,clip_008,G053T000A000R001,D,"A,B,C",A,C,B,C,A,B,C,A,B
abc01,2026-05-06T22:18:05,clip_009,G053T000A000R004,D,"A,B,C",C,B,A,C,B,A,C,B,A
abc01,2026-05-06T22:18:05,clip_010,G053T003A016R006,D,"A,B,C",C,A,B,C,A,B,C,A,B
z01,2026-05-06T22:19:06,clip_001,G002T000A001R005,D,"A,B,C",C,A,B,C,A,B,C,A,B
z01,2026-05-06T22:19:06,clip_002,G016T000A001R013,D,"A,B,C",A,B,C,A,B,C,A,B,C
z01,2026-05-06T22:19:06,clip_003,G017T000A001R006,D,"A,B,C",B,A,C,B,A,C,B,A,C
z01,2026-05-06T22:19:06,clip_004,G027T004A021R004,D,"A,B,C",A,C,B,A,C,B,A,C,B
z01,2026-05-06T22:19:06,clip_005,G032T000A001R006,D,"A,B,C",C,B,A,C,B,A,C,B,A
z01,2026-05-06T22:19:06,clip_006,G033T000A001R004,D,"A,B,C",C,A,B,C,A,B,C,A,B
z01,2026-05-06T22:19:06,clip_007,G043T003A016R010,D,"A,B,C",C,B,A,C,B,A,C,B,A
z01,2026-05-06T22:19:06,clip_008,G053T000A000R001,D,"A,B,C",C,A,B,C,A,B,C,A,B
z01,2026-05-06T22:19:06,clip_009,G053T000A000R004,D,"A,B,C",B,C,A,B,C,A,B,C,A
z01,2026-05-06T22:19:06,clip_010,G053T003A016R006,D,"A,B,C",A,C,B,A,C,B,A,C,B
z01,2026-05-06T22:19:14,clip_001,G002T000A001R005,D,"A,B,C",C,A,B,C,A,B,C,A,B
z01,2026-05-06T22:19:14,clip_002,G016T000A001R013,D,"A,B,C",A,B,C,A,B,C,A,B,C
z01,2026-05-06T22:19:14,clip_003,G017T000A001R006,D,"A,B,C",B,A,C,B,A,C,B,A,C
z01,2026-05-06T22:19:14,clip_004,G027T004A021R004,D,"A,B,C",A,C,B,A,C,B,A,C,B
z01,2026-05-06T22:19:14,clip_005,G032T000A001R006,D,"A,B,C",C,B,A,C,B,A,C,B,A
z01,2026-05-06T22:19:14,clip_006,G033T000A001R004,D,"A,B,C",C,A,B,C,A,B,C,A,B
z01,2026-05-06T22:19:14,clip_007,G043T003A016R010,D,"A,B,C",C,B,A,C,B,A,C,B,A
z01,2026-05-06T22:19:14,clip_008,G053T000A000R001,D,"A,B,C",C,A,B,C,A,B,C,A,B
z01,2026-05-06T22:19:14,clip_009,G053T000A000R004,D,"A,B,C",B,C,A,B,C,A,B,C,A
z01,2026-05-06T22:19:14,clip_010,G053T003A016R006,D,"A,B,C",A,C,B,A,C,B,A,C,B
mjz01,2026-05-06T22:24:29,clip_001,G002T000A001R005,D,"A,B,C",C,B,A,C,B,A,C,B,A
mjz01,2026-05-06T22:24:29,clip_002,G016T000A001R013,D,"A,B,C",C,A,B,C,A,B,C,B,A
mjz01,2026-05-06T22:24:29,clip_003,G017T000A001R006,D,"A,B,C",B,A,C,B,A,C,B,A,C
mjz01,2026-05-06T22:24:29,clip_004,G027T004A021R004,D,"A,B,C",C,A,B,C,B,A,C,B,A
mjz01,2026-05-06T22:24:29,clip_005,G032T000A001R006,D,"A,B,C",C,B,A,C,B,A,C,B,A
mjz01,2026-05-06T22:24:29,clip_006,G033T000A001R004,D,"A,B,C",C,B,A,C,B,A,C,B,A
mjz01,2026-05-06T22:24:29,clip_007,G043T003A016R010,D,"A,B,C",B,C,A,B,C,A,B,C,A
mjz01,2026-05-06T22:24:29,clip_008,G053T000A000R001,D,"A,B,C",C,B,A,C,B,A,C,B,A
mjz01,2026-05-06T22:24:29,clip_009,G053T000A000R004,D,"A,B,C",B,C,A,C,B,A,B,C,A
mjz01,2026-05-06T22:24:29,clip_010,G053T003A016R006,D,"A,B,C",B,C,A,B,C,A,B,C,A
ponus,2026-05-06T22:26:35,clip_001,G002T000A001R005,D,"A,B,C",C,A,B,C,A,B,C,A,B
ponus,2026-05-06T22:26:35,clip_002,G016T000A001R013,D,"A,B,C",C,B,A,C,B,A,C,B,A
ponus,2026-05-06T22:26:35,clip_003,G017T000A001R006,D,"A,B,C",B,C,A,B,C,A,C,B,A
ponus,2026-05-06T22:26:35,clip_004,G027T004A021R004,D,"A,B,C",B,C,A,C,B,A,C,B,A
ponus,2026-05-06T22:26:35,clip_005,G032T000A001R006,D,"A,B,C",C,B,A,C,B,A,C,B,A
ponus,2026-05-06T22:26:35,clip_006,G033T000A001R004,D,"A,B,C",C,B,A,C,B,A,C,B,A
ponus,2026-05-06T22:26:35,clip_007,G043T003A016R010,D,"A,B,C",A,B,C,A,B,C,A,B,C
ponus,2026-05-06T22:26:35,clip_008,G053T000A000R001,D,"A,B,C",B,A,C,A,B,C,C,B,A
ponus,2026-05-06T22:26:35,clip_009,G053T000A000R004,D,"A,B,C",C,B,A,C,B,A,C,B,A
ponus,2026-05-06T22:26:35,clip_010,G053T003A016R006,D,"A,B,C",C,A,B,A,C,B,C,A,B
ccwang,2026-05-06T22:50:27,clip_001,G002T000A001R005,D,"A,B,C",C,B,A,C,A,B,C,A,B
ccwang,2026-05-06T22:50:27,clip_002,G016T000A001R013,D,"A,B,C",C,B,A,B,C,A,C,A,B
ccwang,2026-05-06T22:50:27,clip_003,G017T000A001R006,D,"A,B,C",B,A,C,B,C,A,B,A,C
ccwang,2026-05-06T22:50:27,clip_004,G027T004A021R004,D,"A,B,C",C,B,A,C,B,A,C,B,A
ccwang,2026-05-06T22:50:27,clip_005,G032T000A001R006,D,"A,B,C",C,B,A,C,A,B,C,B,A
ccwang,2026-05-06T22:50:27,clip_006,G033T000A001R004,D,"A,B,C",C,A,B,C,B,A,C,A,B
ccwang,2026-05-06T22:50:27,clip_007,G043T003A016R010,D,"A,B,C",C,A,B,C,B,A,C,A,B
ccwang,2026-05-06T22:50:27,clip_008,G053T000A000R001,D,"A,B,C",B,A,C,C,B,A,B,C,A
ccwang,2026-05-06T22:50:27,clip_009,G053T000A000R004,D,"A,B,C",C,B,A,B,A,C,C,A,B
ccwang,2026-05-06T22:50:27,clip_010,G053T003A016R006,D,"A,B,C",C,B,A,C,B,A,C,B,A
csw01,2026-05-07T00:17:01,clip_001,G002T000A001R005,D,"A,B,C",C,B,A,C,B,A,C,B,A
csw01,2026-05-07T00:17:01,clip_002,G016T000A001R013,D,"A,B,C",C,A,B,C,A,B,C,A,B
csw01,2026-05-07T00:17:01,clip_003,G017T000A001R006,D,"A,B,C",B,A,C,B,A,C,B,A,C
csw01,2026-05-07T00:17:01,clip_004,G027T004A021R004,D,"A,B,C",A,B,C,B,A,C,A,B,C
csw01,2026-05-07T00:17:01,clip_005,G032T000A001R006,D,"A,B,C",C,A,B,C,A,B,C,A,B
csw01,2026-05-07T00:17:01,clip_006,G033T000A001R004,D,"A,B,C",C,A,B,C,A,B,C,A,B
csw01,2026-05-07T00:17:01,clip_007,G043T003A016R010,D,"A,B,C",A,B,C,A,B,C,A,B,C
csw01,2026-05-07T00:17:01,clip_008,G053T000A000R001,D,"A,B,C",A,C,B,A,C,B,A,C,B
csw01,2026-05-07T00:17:01,clip_009,G053T000A000R004,D,"A,B,C",C,B,A,C,B,A,C,B,A
csw01,2026-05-07T00:17:01,clip_010,G053T003A016R006,D,"A,B,C",C,A,B,C,A,B,C,A,B
csw01,2026-05-07T00:17:06,clip_001,G002T000A001R005,D,"A,B,C",C,B,A,C,B,A,C,B,A
csw01,2026-05-07T00:17:06,clip_002,G016T000A001R013,D,"A,B,C",C,A,B,C,A,B,C,A,B
csw01,2026-05-07T00:17:06,clip_003,G017T000A001R006,D,"A,B,C",B,A,C,B,A,C,B,A,C
csw01,2026-05-07T00:17:06,clip_004,G027T004A021R004,D,"A,B,C",A,B,C,B,A,C,A,B,C
csw01,2026-05-07T00:17:06,clip_005,G032T000A001R006,D,"A,B,C",C,A,B,C,A,B,C,A,B
csw01,2026-05-07T00:17:06,clip_006,G033T000A001R004,D,"A,B,C",C,A,B,C,A,B,C,A,B
csw01,2026-05-07T00:17:06,clip_007,G043T003A016R010,D,"A,B,C",A,B,C,A,B,C,A,B,C
csw01,2026-05-07T00:17:06,clip_008,G053T000A000R001,D,"A,B,C",A,C,B,A,C,B,A,C,B
csw01,2026-05-07T00:17:06,clip_009,G053T000A000R004,D,"A,B,C",C,B,A,C,B,A,C,B,A
csw01,2026-05-07T00:17:06,clip_010,G053T003A016R006,D,"A,B,C",C,A,B,C,A,B,C,A,B
ac0111,2026-05-07T01:02:08,clip_001,G002T000A001R005,D,"A,B,C",C,A,B,C,A,B,C,A,B
ac0111,2026-05-07T01:02:08,clip_002,G016T000A001R013,D,"A,B,C",C,A,B,C,A,B,C,A,B
ac0111,2026-05-07T01:02:08,clip_003,G017T000A001R006,D,"A,B,C",B,A,C,B,A,C,B,A,C
ac0111,2026-05-07T01:02:08,clip_004,G027T004A021R004,D,"A,B,C",A,C,B,C,A,B,A,C,B
ac0111,2026-05-07T01:02:08,clip_005,G032T000A001R006,D,"A,B,C",C,A,B,A,B,C,A,B,C
ac0111,2026-05-07T01:02:08,clip_006,G033T000A001R004,D,"A,B,C",C,B,A,C,B,A,C,B,A
ac0111,2026-05-07T01:02:08,clip_007,G043T003A016R010,D,"A,B,C",A,B,C,A,B,C,A,B,C
ac0111,2026-05-07T01:02:08,clip_008,G053T000A000R001,D,"A,B,C",A,B,C,A,B,C,A,B,C
ac0111,2026-05-07T01:02:08,clip_009,G053T000A000R004,D,"A,B,C",C,B,A,C,B,A,C,B,A
ac0111,2026-05-07T01:02:08,clip_010,G053T003A016R006,D,"A,B,C",A,B,C,A,B,C,A,B,C
LI_01,2026-05-07T01:37:25,clip_001,G002T000A001R005,D,"A,B,C",C,B,A,C,B,A,C,B,A
LI_01,2026-05-07T01:37:25,clip_002,G016T000A001R013,D,"A,B,C",B,C,A,B,C,A,B,C,A
LI_01,2026-05-07T01:37:25,clip_003,G017T000A001R006,D,"A,B,C",A,B,C,A,B,C,A,B,C
LI_01,2026-05-07T01:37:25,clip_004,G027T004A021R004,D,"A,B,C",C,B,A,C,B,A,C,B,A
LI_01,2026-05-07T01:37:25,clip_005,G032T000A001R006,D,"A,B,C",C,B,A,C,B,A,C,B,A
LI_01,2026-05-07T01:37:25,clip_006,G033T000A001R004,D,"A,B,C",C,A,B,C,A,B,C,A,B
LI_01,2026-05-07T01:37:25,clip_007,G043T003A016R010,D,"A,B,C",A,B,C,A,B,C,A,B,C
LI_01,2026-05-07T01:37:25,clip_008,G053T000A000R001,D,"A,B,C",B,C,A,B,C,A,B,C,A
LI_01,2026-05-07T01:37:25,clip_009,G053T000A000R004,D,"A,B,C",A,C,B,A,C,B,A,C,B
LI_01,2026-05-07T01:37:25,clip_010,G053T003A016R006,D,"A,B,C",A,B,C,A,B,C,A,B,C
LI_01,2026-05-07T01:37:29,clip_001,G002T000A001R005,D,"A,B,C",C,B,A,C,B,A,C,B,A
LI_01,2026-05-07T01:37:29,clip_002,G016T000A001R013,D,"A,B,C",B,C,A,B,C,A,B,C,A
LI_01,2026-05-07T01:37:29,clip_003,G017T000A001R006,D,"A,B,C",A,B,C,A,B,C,A,B,C
LI_01,2026-05-07T01:37:29,clip_004,G027T004A021R004,D,"A,B,C",C,B,A,C,B,A,C,B,A
LI_01,2026-05-07T01:37:29,clip_005,G032T000A001R006,D,"A,B,C",C,B,A,C,B,A,C,B,A
LI_01,2026-05-07T01:37:29,clip_006,G033T000A001R004,D,"A,B,C",C,A,B,C,A,B,C,A,B
LI_01,2026-05-07T01:37:29,clip_007,G043T003A016R010,D,"A,B,C",A,B,C,A,B,C,A,B,C
LI_01,2026-05-07T01:37:29,clip_008,G053T000A000R001,D,"A,B,C",B,C,A,B,C,A,B,C,A
LI_01,2026-05-07T01:37:29,clip_009,G053T000A000R004,D,"A,B,C",A,C,B,A,C,B,A,C,B
LI_01,2026-05-07T01:37:29,clip_010,G053T003A016R006,D,"A,B,C",A,B,C,A,B,C,A,B,C
MAJINGZHESTUDENTDZQ,2026-05-07T01:40:33,clip_001,G002T000A001R005,D,"A,B,C",C,B,A,C,B,A,C,B,A
MAJINGZHESTUDENTDZQ,2026-05-07T01:40:33,clip_002,G016T000A001R013,D,"A,B,C",C,B,A,C,B,A,C,B,A
MAJINGZHESTUDENTDZQ,2026-05-07T01:40:33,clip_003,G017T000A001R006,D,"A,B,C",B,A,C,B,A,C,B,A,C
MAJINGZHESTUDENTDZQ,2026-05-07T01:40:33,clip_004,G027T004A021R004,D,"A,B,C",A,B,C,A,B,C,A,B,C
MAJINGZHESTUDENTDZQ,2026-05-07T01:40:33,clip_005,G032T000A001R006,D,"A,B,C",C,B,A,B,C,A,C,B,A
MAJINGZHESTUDENTDZQ,2026-05-07T01:40:33,clip_006,G033T000A001R004,D,"A,B,C",C,B,A,C,B,A,C,B,A
MAJINGZHESTUDENTDZQ,2026-05-07T01:40:33,clip_007,G043T003A016R010,D,"A,B,C",B,C,A,B,C,A,B,C,A
MAJINGZHESTUDENTDZQ,2026-05-07T01:40:33,clip_008,G053T000A000R001,D,"A,B,C",C,A,B,C,A,B,C,A,B
MAJINGZHESTUDENTDZQ,2026-05-07T01:40:33,clip_009,G053T000A000R004,D,"A,B,C",B,C,A,B,C,A,B,C,A
MAJINGZHESTUDENTDZQ,2026-05-07T01:40:33,clip_010,G053T003A016R006,D,"A,B,C",A,C,B,C,A,B,C,A,B
